GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
84896	ENSG00000138138	ATAD1	"ATPase family, AAA domain containing 1"	"AFDC1, THORASE, Q8NBU5"	19	0%	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
55210	ENSG00000197785	ATAD3A	"ATPase family, AAA domain containing 3A"	Q9NVI7	19	0%	"APEX_IMS, APEX_matrix, GFP, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++"	all 14
83858	ENSG00000160072	ATAD3B	"ATPase family, AAA domain containing 3B"	"AAA-TOB3, TOB3, Q5T9A4"	1	23%	"APEX_IMS, APEX_matrix, GFP, Rickettsial homolog, mito protein domain+"	none
471	ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	"AICAR, AICARFT, HEL-S-70p, IMPCHASE, PURH, P31939"	0	34%	"GFP, mito protein domain, MS/MS"	"adipose, testis"
57205	ENSG00000145246	ATP10D	"ATPase, class V, type 10D"	"ATPVD, Q9P241"	-6	82%	GFP	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta"
498	ENSG00000152234	ATP5A1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"	"ATP5A, ATP5AL2, ATPM, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1, P25705"	40	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
506	ENSG00000110955	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"	"ATPMB, ATPSB, HEL-S-271, P06576"	35	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
509	ENSG00000165629	ATP5C1	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	"ATP5C, ATP5CL1, P36542"	27	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	all 14
513	ENSG00000099624	ATP5D	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	P30049	42	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+"	all 14
514	ENSG00000124172	ATP5E	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"	"ATPE, MC5DN3, P56381"	36	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
515	ENSG00000116459	ATP5F1	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"	"PIG47, P24539"	22	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
516	ENSG00000159199	ATP5G1	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"	"ATP5A, ATP5G, P05496"	6	3%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
517	ENSG00000135390	ATP5G2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"	"ATP5A, Q06055"	3	10%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
518	ENSG00000154518	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"	"P3, P48201"	19	0%	"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++"	none
10476	ENSG00000167863	ATP5H	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d"	"ATPQ, O75947"	19	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
521	ENSG00000169020	ATP5I	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"	"ATP5K, P56385"	32	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++"	all 14
522	ENSG00000154723	ATP5J	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"	"ATP5, ATP5A, ATPM, CF6, F6, P18859"	31	0%	"literature, APEX_IMS, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
9551	ENSG00000241468	ATP5J2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	"ATP5JL, P56134"	13	0%	"literature, coexpression++, MS/MS++"	all 14
100526740	ENSG00000106246	ATP5J2-PTCD1	ATP5J2-PTCD1 readthrough	B4DJ38	-3	63%	"APEX_matrix, mito protein domain+"	none
10632	ENSG00000167283	ATP5L	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G"	"ATP5JG, O75964"	19	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
539	ENSG00000241837	ATP5O	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"	"ATPO, OSCP, P48047"	34	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	all 14
27109	ENSG00000125375	ATP5S	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"	"ATPW, FB, HSU79253, Q99766"	2	15%	"literature, APEX_matrix, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
55101	ENSG00000105341	ATP5SL	ATP5S-like	Q9NW81	4	7%	"APEX_matrix, GFP, targetP signal, induction, MS/MS"	"cerebrum, cerebellum, brainstem, stomach"
4508	ENSG00000198899	ATP6	ATP synthase F0 subunit 6	"ATPase6, MTATP6, P00846"	21	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+"	all 14
4509	ENSG00000228253	ATP8	ATP synthase F0 subunit 8	"ATPase8, MTATP8, P03928"	9	1%	"literature, mito protein domain+, MS/MS++"	all 14
64756	ENSG00000123472	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	"ATP11, ATP11p, Q5TC12"	13	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS"	"cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis"
91647	ENSG00000171953	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	"ATP12, ATP12p, MC5DN1, Q8N5M1"	27	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
93974	ENSG00000130770	ATPIF1	ATPase inhibitory factor 1	"ATPI, ATPIP, IP, Q9UII2"	22	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
6311	ENSG00000204842	ATXN2	ataxin 2	"ASL13, ATX2, SCA2, TNRC13, Q99700"	6	3%	"targetP signal, mito protein domain, coexpression"	"liver, largeintestine"
549	ENSG00000148090	AUH	AU RNA binding protein/enoyl-CoA hydratase	Q13825	32	0%	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
54998	ENSG00000175756	AURKAIP1	aurora kinase A interacting protein 1	"AIP, AKIP, MRP-S38, Q9NWT8"	15	0%	"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression+"	none
572	ENSG00000002330	BAD	BCL2-associated agonist of cell death	"BBC2, BCL2L8, Q92934"	-6	76%	"literature, mito protein domain"	none
578	ENSG00000030110	BAK1	BCL2-antagonist/killer 1	"BAK, BAK-LIKE, BCL2L7, CDN1, Q16611"	4	7%	"literature, mito protein domain, MS/MS++"	"brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
581	ENSG00000087088	BAX	BCL2-associated X protein	"BCL2L4, Q07812"	8	2%	"literature, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, adipose, largeintestine, placenta, testis"
587	ENSG00000105552	BCAT2	"branched chain amino-acid transaminase 2, mitochondrial"	"BCAM, BCATM, BCT2, PP18, O15382"	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
593	ENSG00000248098	BCKDHA	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	"BCKDE1A, MSU, MSUD1, OVD1A, P12694"	34	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
594	ENSG00000083123	BCKDHB	"branched chain keto acid dehydrogenase E1, beta polypeptide"	"E1B, dJ279A18.1, P21953"	32	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
10295	ENSG00000103507	BCKDK	branched chain ketoacid dehydrogenase kinase	"BCKDKD, BDK, O14874"	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
596	ENSG00000171791	BCL2	B-cell CLL/lymphoma 2	"Bcl-2, PPP1R50, P10415"	-6	76%	"literature, mito protein domain"	none
598	ENSG00000171552	BCL2L1	BCL2-like 1	"BCL-XL/S, BCL2L, BCLX, BCLXL, BCLXS, Bcl-X, PPP1R52, bcl-xL, bcl-xS, Q07817"	-3	64%	"literature, mito protein domain"	"cerebrum, cerebellum, placenta"
23786	ENSG00000099968	BCL2L13	BCL2-like 13 (apoptosis facilitator)	"BCL-RAMBO, Bcl2-L-13, MIL1, Q9BXK5"	6	3%	"literature, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
599	ENSG00000129473	BCL2L2	BCL2-like 2	"BCL-W, BCL2-L-2, BCLW, PPP1R51, Q92843"	-6	76%	"literature, mito protein domain"	none
617	ENSG00000074582	BCS1L	BC1 (ubiquinol-cytochrome c reductase) synthesis-like	"BCS, BCS1, BJS, FLNMS, GRACILE, Hs.6719, MC3DN1, PTD, h-BCS, Q9Y276"	25	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
622	ENSG00000161267	BDH1	"3-hydroxybutyrate dehydrogenase, type 1"	"BDH, SDR9C1, Q02338"	23	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
637	ENSG00000015475	BID	BH3 interacting domain death agonist	"FP497, P55957"	4	6%	"literature, targetP signal+, mito protein domain, coexpression"	none
2647	ENSG00000135441	BLOC1S1	"biogenesis of lysosomal organelles complex-1, subunit 1"	"BLOS1, GCN5L1, MICoA, RT14, P78537"	13	0%	"mito protein domain, coexpression++, MS/MS"	"placenta, testis"
664	ENSG00000176171	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	"NIP3, Q12983"	4	7%	"literature, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, heart, skeletalmuscle, adipose"
665	ENSG00000104765	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	"BNIP3a, NIX, O60238"	1	19%	"literature, mito protein domain+, coexpression"	none
51027	ENSG00000178096	BOLA1	bolA family member 1	Q9Y3E2	13	0%	"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
388962	ENSG00000163170	BOLA3	bolA family member 3	"MMDS2, Q53S33"	5	4%	"targetP signal, mito protein domain, MS/MS"	"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
670	ENSG00000137274	BPHL	biphenyl hydrolase-like (serine hydrolase)	"BPH-RP, MCNAA, VACVASE, Q86WA6"	20	0%	"targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
11067	ENSG00000165507	C10orf10	chromosome 10 open reading frame 10	"DEPP, FIG, Q9NTK1"	-8	84%	literature	none
56652	ENSG00000107815	C10orf2	chromosome 10 open reading frame 2	"ATXN8, IOSCA, MTDPS7, PEO, PEO1, PEOA3, SANDO, SCA8, TWINL, Q96RR1"	6	3%	"literature, APEX_matrix, targetP signal, induction, coexpression"	none
60314	ENSG00000139637	C12orf10	chromosome 12 open reading frame 10	"Gamm1, MST024, MSTP024, MYG, MYG1, Q86UA3"	-1	45%	"literature, mito protein domain, coexpression"	none
91574	ENSG00000130921	C12orf65	chromosome 12 open reading frame 65	"COXPD7, SPG55, Q9H3J6"	13	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta"
80017	ENSG00000133943	C14orf159	chromosome 14 open reading frame 159	Q7Z3D6	10	0%	"literature, APEX_matrix, targetP signal, coexpression, MS/MS++"	all 14
9556	ENSG00000156411	C14orf2	chromosome 14 open reading frame 2	"MP68, PLPM, P56378"	14	0%	"induction, coexpression++, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta"
123207	ENSG00000169609	C15orf40	chromosome 15 open reading frame 40	Q8WUR7	5	5%	"targetP signal, Rickettsial homolog, coexpression"	none
84419	ENSG00000166920	C15orf48	chromosome 15 open reading frame 48	"FOAP-11, NMES1, Q9C002"	1	19%	"GFP, mito protein domain, MS/MS+"	"smallintestine, largeintestine, stomach, placenta, testis"
145853	ENSG00000189227	C15orf61	chromosome 15 open reading frame 61	A6NNL5	2	15%	"APEX_matrix, targetP signal, MS/MS"	"brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis"
283951	ENSG00000174109	C16orf91	chromosome 16 open reading frame 91	"CCSMST1, gs103, Q4G0I0"	14	0%	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	"brainstem, spinalcord, adipose, largeintestine, placenta, testis"
284184	ENSG00000224877	C17orf89	chromosome 17 open reading frame 89	A1L188	13	0%	"targetP signal, induction, coexpression+, MS/MS"	"adipose, stomach"
90580	ENSG00000142444	C19orf52	chromosome 19 open reading frame 52	Q9BSF4	9	1%	"targetP signal+, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, largeintestine, placenta, testis"
125988	ENSG00000174917	C19orf70	chromosome 19 open reading frame 70	"P117, QIL1, Q5XKP0"	17	0%	"induction, coexpression++, MS/MS++"	all 14
708	ENSG00000108561	C1QBP	"complement component 1, q subcomponent binding protein"	"GC1QBP, HABP1, SF2p32, gC1Q-R, gC1qR, p32, Q07021"	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	all 14
55969	ENSG00000101084	C20orf24	chromosome 20 open reading frame 24	"RIP5, Q9BUV8"	-2	52%	"GFP, induction, coexpression"	none
8209	ENSG00000160221	C21orf33	chromosome 21 open reading frame 33	"ES1, GT335, HES1, KNPH, KNPI, P30042"	28	0%	"APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++"	all 14
79568	ENSG00000162972	C2orf47	chromosome 2 open reading frame 47	Q8WWC4	14	0%	"GFP, targetP signal, induction, coexpression, MS/MS+"	all 14
205327	ENSG00000178074	C2orf69	chromosome 2 open reading frame 69	Q8N8R5	-8	84%	APEX_matrix	none
285315	ENSG00000174928	C3orf33	chromosome 3 open reading frame 33	"AC3-33, Q6P1S2"	0	27%	"APEX_matrix, targetP signal, MS/MS"	"adipose, testis"
401207	ENSG00000164241	C5orf63	chromosome 5 open reading frame 63	"YDR286C, A6NC05"	13	0%	"targetP signal+, coexpression+, MS/MS"	"cerebrum, cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, placenta, testis"
221545	ENSG00000204564	C6orf136	chromosome 6 open reading frame 136	Q5SQH8	20	0%	"targetP signal, induction, coexpression++, MS/MS+"	all 14
51250	ENSG00000130349	C6orf203	chromosome 6 open reading frame 203	"PRED31, RP11-59I9.1, Q9P0P8"	15	0%	"GFP, induction, coexpression++, MS/MS+"	all 14
135154	ENSG00000154079	C6orf57	chromosome 6 open reading frame 57	Q5VUM1	35	0%	"yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS"	"adipose, testis"
154791	ENSG00000164898	C7orf55	chromosome 7 open reading frame 55	FMC1	16	0%	"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
414919	ENSG00000213563	C8orf82	chromosome 8 open reading frame 82	Q6P1X6	16	0%	"APEX_matrix, targetP signal, coexpression+, MS/MS++"	all 14
763	ENSG00000174990	CA5A	"carbonic anhydrase VA, mitochondrial"	"CA5, CAV, CAVA, P35218"	1	23%	"literature, mito protein domain, MS/MS"	liver
11238	ENSG00000169239	CA5B	"carbonic anhydrase VB, mitochondrial"	"CA-VB, Q9Y2D0"	14	0%	"literature, targetP signal, mito protein domain, coexpression, MS/MS++"	"cerebellum, spinalcord, kidney, adipose, stomach, placenta, testis"
55739	ENSG00000213995	CARKD	carbohydrate kinase domain containing	"LP3298, Q8IW45"	8	2%	"GFP, targetP signal, mito protein domain, MS/MS++"	all 14
79587	ENSG00000134905	CARS2	"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"	Q9HA77	18	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression++, MS/MS"	"cerebrum, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
841	ENSG00000064012	CASP8	"caspase 8, apoptosis-related cysteine peptidase"	"ALPS2B, CAP4, Casp-8, FLICE, MACH, MCH5, Q14790"	-3	63%	"literature, mito protein domain"	none
847	ENSG00000121691	CAT	catalase	P04040	9	1%	"yeast mito homolog++, mito protein domain, coexpression"	"spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
874	ENSG00000159231	CBR3	carbonyl reductase 3	"HEL-S-25, SDR21C2, hCBR3, O75828"	7	2%	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, spinalcord, adipose, smallintestine, largeintestine, stomach"
84869	ENSG00000145439	CBR4	carbonyl reductase 4	"SDR45C1, Q8N4T8"	21	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	all 14
56267	ENSG00000137944	CCBL2	cysteine conjugate-beta lyase 2	"KAT3, KATIII, RP4-531M19.2, Q6YP21"	14	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	"spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55013	ENSG00000005059	CCDC109B	coiled-coil domain containing 109B	"MCUb, Q9NWR8"	6	3%	"literature, targetP signal, mito protein domain+"	placenta
133957	ENSG00000164366	CCDC127	coiled-coil domain containing 127	Q96BQ5	-1	45%	"APEX_IMS, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
79714	ENSG00000164051	CCDC51	coiled-coil domain containing 51	Q96ER9	7	2%	"APEX_matrix, targetP signal, MS/MS++"	all 14
131076	ENSG00000160124	CCDC58	coiled-coil domain containing 58	Q4VC31	19	0%	"APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
60492	ENSG00000137500	CCDC90B	coiled-coil domain containing 90B	"MDS011, MDS025, Q9GZT6"	20	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain+, MS/MS"	all 14
10574	ENSG00000135624	CCT7	"chaperonin containing TCP1, subunit 7 (eta)"	"CCTETA, CCTH, NIP7-1, TCP1ETA, Q99832"	0	30%	"GFP, Rickettsial homolog, mito protein domain"	"cerebrum, spinalcord, adipose, smallintestine, placenta, testis"
995	ENSG00000158402	CDC25C	cell division cycle 25C	"CDC25, PPP1R60, P30307"	-4	68%	"APEX_IMS, mito protein domain"	none
27440	ENSG00000069998	CECR5	"cat eye syndrome chromosome region, candidate 5"	Q9BXW7	13	0%	"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++"	"cerebellum, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
